"13104","S13-S","D2 PLUS","Diente","4C","","17","10.6","","1/7/2025 12:49"
"13112","SE22-S","D2 PLUS","Diente","4C","","84","47.2","","1/7/2025 12:49"
"13122","S26-S","D2 PLUS","Diente","4C","","99","50.5","","1/7/2025 12:48"
"32758","S42-S","D2 PLUS","Diente","4C","11000","48","28.6","1/14/2024","1/7/2025 12:48"
"45668","A25Z-S","A3 ZEN","Diente","2C","11248","70","56.9","12/27/2024","1/7/2025 12:48"
"45714","XV-I","A1 ZEN","Muela","2C","11248","99","46.9","12/27/2024","1/7/2025 12:47"
"45736","C-I","A1 ZEN","Diente","2C","11248","67","72.8","12/28/2024","1/7/2025 12:47"
"13116","S27-S","D2 PLUS","Diente","4C","","78","32.2","","1/7/2025 12:47"
"45749","V8-S","A4","Muela","2C","11248","240","79.7","12/28/2024","1/7/2025 12:47"
"13069","S6-I","D2 PLUS","Diente","4C","","96","68.6","","1/7/2025 12:46"
"45741","3N-S","A4","Diente","2C","RESISTAL","256","189.6","12/28/2024","1/7/2025 12:46"
"38636","S3-I","D2 PLUS","Diente","4C","","105","80.8","","1/7/2025 12:46"
"45746","3N-I","A4","Diente","2C","RESISTAL","73","89","12/28/2024","1/7/2025 12:46"
"13079","S8-I","D2 PLUS","Diente","4C","","79","44.4","","1/7/2025 12:45"
"20079","S9-I","D2 PLUS","Diente","4C","NAL 4C","85","43.6","5/9/2023","1/7/2025 12:45"
"13081","S3-I","D2 PLUS","Diente","4C","","20","15.4","","1/7/2025 12:44"
"13068","S9-I","D2 PLUS","Diente","4C","","54","27.7","","1/7/2025 12:44"
"13072","S5-I","D2 PLUS","Diente","4C","","45","35.2","","1/7/2025 17:44"
"13131","S15-S","D2 PLUS","Diente","4C","","48","20","","1/7/2025 12:42"
"26384","S9-I","B2 PLUS","Diente","4C","","15","7.7","9/2/2023","1/7/2025 17:41"
"38403","S5-I","B2 PLUS","Diente","4C","11095","13","10.2","5/15/2024","1/7/2025 12:40"
"39268","S6-I","B2 PLUS","Diente","4C","11148","124","88.6","7/25/2024","1/7/2025 12:40"
"40273","S8-I","B2 PLUS","Diente","4C","11148","49","27.5","8/16/2024","1/7/2025 12:39"
"19288","S8-I","B2 PLUS","Diente","4C","10571","90","50.6","4/25/2023","1/7/2025 12:39"
"33818","S3-I","B2 PLUS","Diente","4C","11008","43","33.1","2/3/2024","1/7/2025 12:39"
"34036","S3-I","B2 PLUS","Diente","4C","11008","14","10.8","2/8/2024","1/7/2025 12:38"
"39492","S5-I","B2 PLUS","Diente","4C","11148","39","30.5","7/31/2024","1/7/2025 12:38"
"18003","S5-I","B2 PLUS","Diente","4C","10565","46","35.9","4/3/2023","1/7/2025 12:37"
"44668","S3-I","B2 PLUS","Diente","4C","11222","40","30.8","11/29/2024","1/7/2025 12:37"
"35271","S5-I","B2 PLUS","Diente","4C","11044","65","50.8","3/6/2024","1/7/2025 12:37"
"39802","3N-S4C","B2 PLUS","Diente","4C","11107","24","13.3","8/10/2024","1/7/2025 12:36"
"17353","S24B-S","B2 PLUS","Diente","4C","10530","38","19","3/22/2023","1/7/2025 12:36"
"16162","S68-S","B2 PLUS","Diente","4C","10530","58","30.9","3/1/2023","1/7/2025 12:35"
"39295","3N-S4C","B2 PLUS","Diente","4C","11099","26","14.4","7/25/2024","1/7/2025 12:35"
"38402","S27-S","B2 PLUS","Diente","4C","11148","69","28.5","5/15/2024","1/7/2025 12:34"
"24539","S27-S","B2 PLUS","Diente","4C","10695","37","15.3","7/27/2023","1/7/2025 12:34"
"2463","S27-S","B2 PLUS","Diente","4C","UHLER","61","25.2","8/6/2022","1/7/2025 12:32"
"30050","S68-S","B2 PLUS","Diente","4C","INVEN 4C","35","18.6","11/10/2023","1/7/2025 12:32"
"24228","S27-S","B2 PLUS","Diente","4C","10695","20","8.3","7/21/2023","1/7/2025 12:32"
"7121","S32-S","B2 PLUS","Diente","4C","UHLER","43","24.3","10/20/2022","1/7/2025 12:31"
"13188","S42-S","B2 PLUS","Diente","4C","","55","32.7","","1/7/2025 12:31"
"39803","S15-S","B2 PLUS","Diente","4C","11148","37","15.4","8/10/2024","1/7/2025 12:31"
"42341","S52-S","B2 PLUS","Diente","4C","11152","39","28.3","10/3/2024","1/7/2025 12:30"
"18928","S24B-S","B2 PLUS","Diente","4C","10565","73","36.5","4/20/2023","1/7/2025 12:30"
"27747","S17-S","B2 PLUS","Diente","4C","","20","7.2","9/30/2023","1/7/2025 12:29"
"39532","3N-S4C","B2 PLUS","Diente","4C","11099","30","16.7","8/1/2024","1/7/2025 12:29"
"13219","MP5-I","B2 PLUS","Muela","4C","","30","11","","1/7/2025 12:28"
"34548","P6-S","B2 PLUS","Muela","4C","ATC123","16","4","2/21/2024","1/7/2025 12:28"
"33902","P6-I","B2 PLUS","Muela","4C","11008","98","24.9","2/6/2024","1/7/2025 12:28"
"39533","P6-S","B2 PLUS","Muela","4C","11099","53","13.2","8/1/2024","1/7/2025 12:27"
"13202","MP5-S","B2 PLUS","Muela","4C","","26","9.4","","1/7/2025 12:27"
"39805","P6-S","B2 PLUS","Muela","4C","11148","51","12.7","8/10/2024","1/7/2025 12:27"
"44407","P6-S","B2 PLUS","Muela","4C","11222","19","4.7","11/22/2024","1/7/2025 12:26"
"34387","P6-S","B2 PLUS","Muela","4C","11008","30","7.4","2/16/2024","1/7/2025 12:26"
"40271","32F-S4C","B2 PLUS","Muela","4C","11148","62","33.3","8/16/2024","1/7/2025 12:25"
"38641","P3-S","B2 PLUS","Muela","4C","","50","19.3","","1/7/2025 12:24"
"35402","P4-S","B2 PLUS","Muela","4C","11056","24","6.6","3/8/2024","1/7/2025 12:24"
"14976","32F-S4C","B2 PLUS","Muela","4C","ARBOLEDA","46","24.7","2/6/2023","1/7/2025 12:24"
"35401","32F-I4C","B2 PLUS","Muela","4C","11044","30","15.5","3/8/2024","1/7/2025 12:23"
"44408","P3-I","B2 PLUS","Muela","4C","11222","36","14.6","11/22/2024","1/7/2025 12:23"
"39638","P4-I","B2 PLUS","Muela","4C","NAL 4C","16","4.4","8/5/2024","1/7/2025 12:23"
"34355","P3-S","B2 PLUS","Muela","4C","11008","32","12.4","2/15/2024","1/7/2025 12:23"
"25328","32F-I4C","B2 PLUS","Muela","4C","10713","31","16.1","8/12/2023","1/7/2025 12:22"
"39637","P4-S","B2 PLUS","Muela","4C","NAL 4C","17","4.7","8/5/2024","1/7/2025 12:22"
"40272","P3-S","B2 PLUS","Muela","4C","11148","54","20.8","8/16/2024","1/7/2025 12:22"
"21520","P4-I","B2 PLUS","Muela","4C","NAL 4C","107","29.5","6/3/2023","1/7/2025 12:21"
"27712","P3-I","B2 PLUS","Muela","4C","","73","29.6","9/29/2023","1/7/2025 12:21"
"39237","S14-S","B2 PLUS","Diente","4C","11099","54","30","7/24/2024","1/7/2025 12:20"
"37183","S13-S","B2 PLUS","Diente","4C","11080","21","13.1","4/16/2024","1/7/2025 12:20"
"33817","3P-S4C","B2 PLUS","Diente","4C","11008","45","23.7","2/3/2024","1/7/2025 12:19"
"34350","S13-S","B2 PLUS","Diente","4C","11008","22","13.8","2/15/2024","1/7/2025 12:19"
"39236","S12-S","B2 PLUS","Diente","4C","11148","69","46","7/24/2024","1/7/2025 12:19"
"39267","3P-S4C","B2 PLUS","Diente","4C","11099","31","16.3","7/25/2024","1/7/2025 12:18"
"39639","3P-S4C","B2 PLUS","Diente","4C","NAL 4C","20","10.5","8/5/2024","1/7/2025 12:17"
"24387","3P-S4C","B2 PLUS","Diente","4C","10695","17","8.9","7/25/2023","1/7/2025 12:17"
"38452","S17-S","B2 PLUS","Diente","4C","11095","47","17","5/16/2024","1/7/2025 12:16"
"42342","A25S4C","B2 PLUS","Diente","4C","11152","24","13.3","10/3/2024","1/7/2025 12:16"
"38450","S13-S","B2 PLUS","Diente","4C","11148","66","41.3","5/16/2024","1/7/2025 12:15"
"39534","S14-S","B2 PLUS","Diente","4C","11106","24","13.3","8/1/2024","1/7/2025 12:15"
"39491","S14-S","B2 PLUS","Diente","4C","11099","27","15","7/31/2024","1/7/2025 12:15"
"39804","S17-S","B2 PLUS","Diente","4C","11148","83","30.1","8/10/2024","1/7/2025 12:14"
"33514","S14-S","B2 PLUS","Diente","4C","11119","51","28.3","1/29/2024","1/7/2025 12:14"
"33513","S13-S","B2 PLUS","Diente","4C","11008","21","13.1","1/29/2024","1/7/2025 12:14"
"35270","SE22-S","B2 PLUS","Diente","4C","11044","28","15.7","3/6/2024","1/7/2025 12:13"
"27971","PU3-S4C","B2 PLUS","Muela","4C","10911","130","34.7","10/5/2023","1/7/2025 12:13"
"44405","P5-S","B2 PLUS","Muela","4C","NAL 4C","57","22.4","11/22/2024","1/7/2025 12:13"
"27996","PU3-S4C","B2 PLUS","Muela","4C","10911","33","8.8","10/5/2023","1/7/2025 12:12"
"35400","P5-S","B2 PLUS","Muela","4C","11044","14","5.5","3/8/2024","1/7/2025 12:12"
"13587","A26-I","C1","Diente","2C","","34","30.9","","1/7/2025 12:12"
"27923","P5-I","B2 PLUS","Muela","4C","11148","102","39.2","10/4/2023","1/7/2025 12:11"
"39265","P5-S","B2 PLUS","Muela","4C","11099","30","11.8","7/25/2024","1/7/2025 12:11"
"4737","P4-I","C1 PLUS","Muela","4C","DEL DENT","47","12.9","9/10/2022","1/7/2025 12:06"
"13200","P3-I","C1 PLUS","Muela","4C","","58","23.5","","1/7/2025 12:06"
"13203","P4-I","C1 PLUS","Muela","4C","","59","16.3","","1/7/2025 12:06"
"13194","P3-I","C1 PLUS","Muela","4C","","78","31.6","","1/7/2025 12:05"
"13159","P3-I","C1 PLUS","Muela","4C","","88","35.6","","1/7/2025 12:05"
"19434","P4-S","C1 PLUS","Muela","4C","10565","78","21.4","4/27/2023","1/7/2025 12:05"
"28306","P5-I","C1 PLUS","Muela","4C","10951","111","42.7","10/12/2023","1/7/2025 12:04"
"13186","P6-I","C1 PLUS","Muela","4C","","174","44.3","","1/7/2025 12:04"
"28420","32F-I4C","C1 PLUS","Muela","4C","","36","18.7","10/14/2023","1/7/2025 12:03"
"10925","P5-I","C1 PLUS","Muela","4C","UHLER","58","22.3","1/7/2023","1/7/2025 12:03"
"13237","S9-I","C1 PLUS","Diente","4C","","93","47.7","","1/7/2025 12:03"
"13234","S8-I","C1 PLUS","Diente","4C","","26","14.6","","1/7/2025 12:02"
"6786","S5-I","C2 PLUS","Diente","4C","UHLER","29","22.7","10/14/2022","1/7/2025 12:02"
"13236","S8-I","C1 PLUS","Diente","4C","","67","37.6","","1/7/2025 12:01"
"13231","S5-I","C1 PLUS","Diente","4C","","54","42.2","","1/7/2025 12:01"
"13238","S5-I","C1 PLUS","Diente","4C","","61","47.7","","1/7/2025 12:00"
"19436","S5-I","C1 PLUS","Diente","4C","11147","39","30.5","4/27/2023","1/7/2025 12:00"
"25208","PU3-S4C","C1 PLUS","Muela","4C","10713","67","17.9","8/10/2023","1/7/2025 11:59"
"28422","P5-S","C1 PLUS","Muela","4C","11147","63","24.7","10/14/2023","1/7/2025 11:59"
"19433","P4-I","C1 PLUS","Muela","4C","11147","92","25.3","4/27/2023","1/7/2025 11:58"
"13243","P6-S","C1 PLUS","Muela","4C","","61","15.1","","1/7/2025 11:58"
"13252","P6-S","C1 PLUS","Muela","4C","","24","6","","1/7/2025 11:58"
"13242","S68-S","A4 PLUS","Diente","4C","","53","28.2","","1/7/2025 11:57"
"13239","P3-S","C1 PLUS","Muela","4C","","36","13.9","","1/7/2025 11:57"
"13240","P6-S","C1 PLUS","Muela","4C","","164","40.7","","1/7/2025 11:57"
"13247","P6-S","C1 PLUS","Muela","4C","","100","24.8","","1/7/2025 11:56"
"32630","32F-S4C","C1 PLUS","Muela","4C","11000","22","11.8","1/12/2024","1/7/2025 11:56"
"35708","32F-S4C","C1 PLUS","Muela","4C","11044","67","36","3/14/2024","1/7/2025 11:55"
"35404","32F-S4C","C1 PLUS","Muela","4C","11044","30","16.1","3/8/2024","1/7/2025 11:54"
"13246","MP5-S","C1 PLUS","Muela","4C","","61","21.9","","1/7/2025 11:54"
"13248","P6-S","C1 PLUS","Muela","4C","","58","14.4","","1/7/2025 16:55"
"7124","P5-S","C1 PLUS","Muela","4C","","178","69.8","10/20/2022","1/7/2025 11:53"
"25209","P4-S","C1 PLUS","Muela","4C","10713","43","11.8","8/10/2023","1/7/2025 11:53"
"40212","S17-S","C1 PLUS","Diente","4C","11148","89","32.2","8/15/2024","1/7/2025 11:51"
"13277","S27-S","C1 PLUS","Diente","4C","","59","24.4","","1/7/2025 11:51"
"13254","A25S4C","C1 PLUS","Diente","4C","","89","49.4","","1/7/2025 11:50"
"35403","S26-S","C1 PLUS","Diente","4C","11044","31","15.8","3/8/2024","1/7/2025 11:50"
"13256","S27-S","C1 PLUS","Diente","4C","","57","23.6","","1/7/2025 11:50"
"13268","SE22-S","C1 PLUS","Diente","4C","","37","20.8","","1/7/2025 11:49"
"10924","SE22-S","C1 PLUS","Diente","4C","UHLER","38","21.3","1/7/2023","1/7/2025 11:49"
"13259","S68-S","C1 PLUS","Diente","4C","","178","94.7","","1/7/2025 11:49"
"10923","S13-S","C1 PLUS","Diente","4C","11147","58","36.3","1/7/2023","1/7/2025 11:48"
"28304","3P-S4C","C1 PLUS","Diente","4C","","156","82.1","10/12/2023","1/7/2025 11:48"
"13265","SE22-S","C1 PLUS","Diente","4C","","24","13.5","","1/7/2025 11:48"
"13263","S17-S","C1 PLUS","Diente","4C","","53","19.2","","1/7/2025 11:47"
"13258","S42-S","C1 PLUS","Diente","4C","","71","42.3","","1/7/2025 11:47"
"13260","S14-S","C1 PLUS","Diente","4C","","32","17.8","","1/7/2025 11:46"
"40211","S15-S","C1 PLUS","Diente","4C","11148","71","29.6","8/15/2024","1/7/2025 11:46"
"26935","S12-S","C3 PLUS","Diente","4C","10722","59","39.3","9/15/2023","1/7/2025 16:42"
"45643","A25Z-S","A3 ZEN","Diente","2C","11248","158","128.5","12/26/2024","1/7/2025 11:41"
"45711","MV-S","A1 ZEN","Muela","2C","11248","102","51.5","12/27/2024","1/7/2025 11:41"
"31783","A25S4C","C3 PLUS","Diente","4C","10993","46","25.6","12/20/2023","1/7/2025 11:40"
"7422","S17-S","C3 PLUS","Diente","4C","ARBOLEDA","20","7.2","10/24/2022","1/7/2025 11:40"
"45739","32L-S","A4","Muela","2C","RESISTAL","289","118","12/28/2024","1/7/2025 11:40"
"15435","S13-S","C3 PLUS","Diente","4C","ARBOLEDA","15","9.4","2/15/2023","1/7/2025 11:40"
"45702","A26Z-S","A1 ZEN","Diente","2C","11248","87","61.3","12/27/2024","1/7/2025 11:40"
"17392","S12-S","C3 PLUS","Diente","4C","10530","22","14.7","3/24/2023","1/7/2025 11:39"
"45697","3N-S","A2 ZEN","Diente","2C","RESISTAL","274","203","12/27/2024","1/7/2025 11:39"
"41784","A25S4C","C3 PLUS","Diente","4C","11151","34","18.9","9/18/2024","1/7/2025 11:32"
"26936","S17-S","C3 PLUS","Diente","4C","10722","45","16.3","9/15/2023","1/7/2025 11:31"
"17393","S17-S","C3 PLUS","Diente","4C","10530","61","22.1","3/24/2023","1/7/2025 11:31"
"10622","S15-S","C3 PLUS","Diente","4C","","23","9.6","12/23/2022","1/7/2025 11:30"
"30076","3N-S4C","C3 PLUS","Diente","4C","INVEN 4C","20","11.1","11/11/2023","1/7/2025 11:30"
"13206","S68-S","C2","Diente","4C","","38","20.2","","1/7/2025 11:30"
"22978","S15-S","C3 PLUS","Diente","4C","","91","37.9","6/26/2023","1/7/2025 11:29"
"13332","S13-S","C3 PLUS","Diente","4C","","40","25","","1/7/2025 11:29"
"40972","SE22-S","C3 PLUS","Diente","4C","NAL 4C","21","11.8","8/29/2024","1/7/2025 11:29"
"5902","S14-S","C3 PLUS","Diente","4C","BRIGADA","35","19.4","9/29/2022","1/7/2025 11:28"
"16816","S17-S","C3 PLUS","Diente","4C","10530","55","19.9","3/11/2023","1/7/2025 11:28"
"40971","3N-S4C","C3 PLUS","Diente","4C","NAL 4C","29","16.1","8/29/2024","1/7/2025 11:27"
"44917","S14-S","C3 PLUS","Diente","4C","11222","18","10","12/5/2024","1/7/2025 11:27"
"13304","S3-I","C3 PLUS","Diente","4C","","36","27.7","","1/7/2025 11:25"
"12222","S3-I","C3 PLUS","Diente","4C","BEATRIZ NUÑEZ","15","11.5","1/21/2023","1/7/2025 16:25"
"41786","S9-I","C3 PLUS","Diente","4C","11151","104","53.3","9/18/2024","1/7/2025 11:23"
"31782","S5-I","C3 PLUS","Diente","4C","10993","33","25.8","12/20/2023","1/7/2025 11:22"
"13519","S9-I","C3 PLUS","Diente","4C","BEATRIZ NUÑEZ","79","40.5","1/23/2023","1/7/2025 11:22"
"24930","S6-I","C3 PLUS","Diente","4C","10713","21","15","8/4/2023","1/7/2025 11:21"
"12226","S6-I","C3 PLUS","Diente","4C","BEATRIZ NUÑEZ","58","41.4","1/21/2023","1/7/2025 11:21"
"30075","S8-I","C3 PLUS","Diente","4C","10979","31","17.4","11/11/2023","1/7/2025 11:20"
"44918","S5-I","C3 PLUS","Diente","4C","11222","103","80.5","12/5/2024","1/7/2025 11:20"
"41785","S6-I","C3 PLUS","Diente","4C","11151","74","52.9","9/18/2024","1/7/2025 11:19"
"17363","S42-S","C3 PLUS","Diente","4C","10530","88","52.4","3/23/2023","1/7/2025 11:19"
"6008","S42-S","C3 PLUS","Diente","4C","EM, UHLER","48","28.6","10/1/2022","1/7/2025 11:18"
"16817","S52-S","C3 PLUS","Diente","4C","10530","65","47.1","3/11/2023","1/7/2025 11:18"
"22559","S24B-S","C3 PLUS","Diente","4C","","88","44","6/20/2023","1/7/2025 11:17"
"17364","S24B-S","C3 PLUS","Diente","4C","10530","90","45","3/23/2023","1/7/2025 11:17"
"27019","S27-S","C3 PLUS","Diente","4C","10722","88","36.4","9/16/2023","1/7/2025 11:17"
"35766","S27-S","C3 PLUS","Diente","4C","11044","14","5.8","3/16/2024","1/7/2025 11:16"
"15373","S32-S","C3 PLUS","Diente","4C","ARBOLEDA","58","32.8","2/14/2023","1/7/2025 11:16"
"12221","S32-S","C3 PLUS","Diente","4C","BEATRIZ NUÑEZ","36","20.3","1/21/2023","1/7/2025 11:15"
"2527","S26-S","C3 PLUS","Diente","4C","UHLER","22","11.2","8/7/2022","1/7/2025 11:15"
"40970","3P-S4C","C3 PLUS","Diente","4C","NAL 4C","32","16.8","8/29/2024","1/7/2025 11:15"
"32618","S27-S","C2 PLUS","Diente","4C","11000","30","12.4","1/12/2024","1/7/2025 11:14"
"18980","S26-S","C2 PLUS","Diente","4C","EM, UHLER","71","36.2","4/20/2023","1/7/2025 11:14"
"30077","S26-S","C3 PLUS","Diente","4C","INVEN 4C","33","16.8","11/11/2023","1/7/2025 11:14"
"2526","S24B-S","C3 PLUS","Diente","4C","UHLER","51","25.5","8/7/2022","1/7/2025 11:13"
"17270","S68-S","C3 PLUS","Diente","4C","10530","34","18.1","3/21/2023","1/7/2025 11:13"
"25266","S32-S","C3 PLUS","Diente","4C","10718","77","43.5","8/10/2023","1/7/2025 11:13"
"26938","P6-I","C3 PLUS","Muela","4C","10722","34","8.7","9/15/2023","1/7/2025 11:12"
"28606","P6-I","C3 PLUS","Muela","4C","10951","51","13","10/18/2023","1/7/2025 11:11"
"41894","P4-I","C3 PLUS","Muela","4C","11151","48","13.2","9/21/2024","1/7/2025 11:11"
"16981","MP5-I","C3 PLUS","Muela","4C","10530","33","12.1","3/15/2023","1/7/2025 11:11"
"10684","P3-S","D3 PLUS","Muela","4C","NAL 4C","26","10","12/26/2022","1/7/2025 11:11"
"38640","P6-I","C3 PLUS","Muela","4C","","45","11.5","","1/7/2025 11:10"
"13359","32F-S4C","D3 PLUS","Muela","4C","","61","32.8","","1/7/2025 11:10"
"17265","P4-I","C3 PLUS","Muela","4C","10530","41","11.3","3/21/2023","1/7/2025 11:10"
"25660","P5-S","D3 PLUS","Muela","4C","NAL 4C","55","21.6","8/19/2023","1/7/2025 11:10"
"39774","P5-I","C3 PLUS","Muela","4C","11133","23","8.8","8/9/2024","1/7/2025 11:09"
"13369","P6-S","D3 PLUS","Muela","4C","","37","9.2","","1/7/2025 11:09"
"41897","P6-I","C3 PLUS","Muela","4C","11151","89","22.6","9/21/2024","1/7/2025 11:09"
"25234","P4-S","D3 PLUS","Muela","4C","10713","82","22.5","8/10/2023","1/7/2025 11:09"
"3707","PU3-S4C","D3 PLUS","Muela","4C","PADILLA","50","13.3","8/24/2022","1/7/2025 11:09"
"8102","PU3-I","C3 PLUS","Muela","2C","ARBOLEDA","56","15.1","11/4/2022","1/7/2025 11:09"
"8335","34L-S","B3","Muela","2C","JAIME BLAS","43","14.5","11/9/2022","1/7/2025 11:08"
"28334","32F-S4C","D3 PLUS","Muela","4C","10951","30","16.1","10/12/2023","1/7/2025 11:08"
"41896","P5-I","C3 PLUS","Muela","4C","11151","109","41.9","9/21/2024","1/7/2025 11:08"
"13345","PU3-S4C","C3 PLUS","Muela","4C","","40","10.7","","1/7/2025 11:08"
"13336","32F-I4C","D3 PLUS","Muela","4C","","29","15","","1/7/2025 11:08"
"25265","P5-I","C3 PLUS","Muela","4C","10713","89","34.2","8/10/2023","1/7/2025 11:07"
"13342","32F-S","D3 PLUS","Muela","2C","","58","31.2","","1/7/2025 11:07"
"13312","P3-I","D3 PLUS","Muela","4C","","35","14.2","","1/7/2025 11:07"
"22979","P4-I","C3 PLUS","Muela","4C","","35","9.6","6/26/2023","1/7/2025 11:07"
"13350","P5-I","D3 PLUS","Muela","4C","","61","23.5","","1/7/2025 11:07"
"14894","PU3-I4C","C3 PLUS","Muela","4C","NAL 4C","68","18.3","2/4/2023","1/7/2025 11:07"
"13338","P4-I","D3 PLUS","Muela","4C","","98","27","","1/7/2025 11:06"
"32795","P5-I","C3 PLUS","Muela","4C","11007","39","15","1/16/2024","1/7/2025 11:06"
"45367","P6-I","D3 PLUS","Muela","4C","11238","60","15.3","12/17/2024","1/7/2025 11:06"
"39772","P3-I","C3 PLUS","Muela","4C","11106","32","13","8/9/2024","1/7/2025 11:05"
"13318","32F-I","D3 PLUS","Muela","2C","","72","37.3","","1/7/2025 11:05"
"13307","P6-I","D3 PLUS","Muela","4C","","38","9.7","","1/7/2025 11:05"
"24320","P5-I","C2 PLUS","Muela","4C","10695","26","10","7/24/2023","1/7/2025 11:05"
"32707","32F-I4C","D3 PLUS","Muela","4C","11000","21","10.9","1/13/2024","1/7/2025 11:05"
"32794","P4-I","C3 PLUS","Muela","4C","11007","73","20.1","1/16/2024","1/7/2025 11:05"
"17390","P4-S","C3 PLUS","Muela","4C","10530","32","8.8","3/24/2023","1/7/2025 16:04"
"13262","S5-I","D3 PLUS","Diente","4C","","55","43","","1/7/2025 11:03"
"13290","S3-I","D3 PLUS","Diente","4C","","81","62.3","","1/7/2025 11:03"
"13269","S6-I","D3 PLUS","Diente","4C","","50","35.7","","1/7/2025 11:02"
"37149","S6-I","D3 PLUS","Diente","4C","11080","28","20","4/16/2024","1/7/2025 11:02"
